comparison_model,reference_model,metric,observed_difference,ci_95_lower,ci_95_upper,proportion_bootstrap_difference_above_zero,number_of_valid_bootstraps,difference_definition,favorable_direction
logistic_regression,map_mean_6h,delta_auprc,0.0075286864432581035,0.0004996287013002788,0.01712977187518211,0.987,1000,comparison_minus_reference,positive
logistic_regression,map_mean_6h,delta_auroc,0.003154428459253067,-0.0002853697654447759,0.006642685314395779,0.961,1000,comparison_minus_reference,positive
